Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected
127	3.04865	0.175337	1	1.12802	1.26772	1.41953	1.58385	1.76099	1.95121	2.15467	2.37146	2.60156	2.84488	3.10121	3.37023	3.65153	3.9446	4.24881	4.56343	4.88764	5.22052	5.56107	5.90819	6.26073	6.61745	6.97707	7.33827	7.69968	8.0599	8.41755	8.77121	9.11949	9.46102	9.79444	10.1185	10.4318	10.7333	11.0219	11.2964	11.5558	11.7994	12.0263	12.2358	12.4273	12.6002	12.7543	12.8891	13.0044	13.1002	13.1764	13.2331	13.2705	13.2887	13.2882	13.2692	13.2323	13.178	13.1069	13.0195	12.9166	12.7989	12.6671	12.5221	12.3645	12.1952	12.0151	11.8249	11.6255	11.4177	11.2024	10.9803	10.7522	10.519	10.2813	10.0399	9.79549	9.54878	9.30041	9.05101	8.80115	8.55141	8.30231	8.05434	7.80799	7.56366	7.32178	7.0827	6.84676	6.61428	6.38553	6.16076	5.94019	5.72403	5.51244	5.30557	5.10355	4.90647	4.71443	4.52748	4.34566	4.16902	3.99754	3.83124	3.6701	3.51409	3.36316	3.21727	3.07636	2.94035	2.80918	2.68275	2.56098	2.44378	2.33104	2.22266	2.11855	2.01858	1.92264	1.83064	1.74245	1.65796	1.57706	1.49963	1.42556	1.35474	1.28706	1.2224	1.16066	1.10174	1.04552	0.991913	0.940806	0.892107	0.845718	0.801546	0.759501	0.719494	0.681439	0.645254	0.610857	0.578171	0.547119	0.51763	0.489632	0.463059	0.437844	0.413925	0.391241	0.369735	0.349349	0.330031	0.311729	0.294394	0.277979	0.262438	0.247727	0.233806	0.220636	0.208177	0.196394	0.185253	0.17472	0.164765
128	1.3119	0.58441	1	1.01949	1.03324	1.04145	1.04437	1.0423	1.03564	1.02477	1.01012	0.992125	0.971211	0.947798	0.922291	0.895073	0.866501	0.836905	0.806587	0.775819	0.744844	0.713877	0.683107	0.652695	0.622779	0.593476	0.564883	0.537076	0.510117	0.484052	0.458916	0.434731	0.41151	0.389255	0.367965	0.347629	0.328234	0.309759	0.292184	0.275484	0.25963	0.244594	0.230348	0.216859	0.204098	0.192034	0.180635	0.169871	0.159712	0.15013	0.141095	0.13258	0.124558	0.117003	0.10989	0.103197	0.0968987	0.0909746	0.0854037	0.080166	0.0752427	0.0706157	0.0662682	0.0621837	0.0583471	0.0547437	0.05136	0.0481828	0.0451999	0.0423997	0.0397713	0.0373043	0.0349891	0.0328164	0.0307777	0.0288648	0.0270701	0.0253863	0.0238067	0.0223249	0.0209349	0.0196311	0.0184082	0.0172612	0.0161854	0.0151764	0.0142302	0.0133428	0.0125106	0.0117302	0.0109984	0.0103121	0.00966859	0.00906516	0.00849934	0.00796878	0.00747129	0.00700483	0.00656745	0.00615735	0.00577284	0.00541232	0.00507429	0.00475736	0.00446021	0.0041816	0.00392039	0.00367549	0.00344588	0.0032306	0.00302877	0.00283954	0.00266213	0.00249579	0.00233985	0.00219365	0.00205658	0.00192807	0.0018076	0.00169464	0.00158875	0.00148947	0.00139639	0.00130913	0.00122732	0.00115062	0.00107872	0.0010113	0.000948103	0.000888853	0.000833304	0.000781227	0.000732404	0.000686631	0.00064372	0.00060349	0.000565774	0.000530415	0.000497265	0.000466187	0.000437052	0.000409737	0.000384129	0.000360122	0.000337615	0.000316515	0.000296733	0.000278188	0.000260801	0.000244502	0.000229221	0.000214895	0.000201464	0.000188873	0.000177068	0.000166002	0.000155627	0.0001459	0.000136781	0.000128233	0.000120218	0.000112705	0.000105661
129	3.63457	0.593942	1	1.16464	1.33674	1.51339	1.69151	1.86795	2.03965	2.20374	2.35762	2.49908	2.62627	2.73782	2.83274	2.9105	2.97095	3.01426	3.04095	3.05174	3.0476	3.02961	2.99899	2.957	2.90494	2.84411	2.77576	2.70113	2.62135	2.53751	2.4506	2.36152	2.27109	2.18004	2.08901	1.99856	1.90918	1.82127	1.73518	1.6512	1.56956	1.49043	1.41395	1.34022	1.2693	1.20124	1.13603	1.07367	1.01412	0.957349	0.90329	0.85188	0.803042	0.756696	0.712756	0.671132	0.631735	0.594473	0.559253	0.525985	0.494577	0.464943	0.436996	0.410651	0.385826	0.362444	0.340427	0.319704	0.300203	0.281859	0.264606	0.248384	0.233134	0.218802	0.205334	0.192681	0.180795	0.169631	0.159147	0.149303	0.14006	0.131384	0.123239	0.115595	0.108421	0.101689	0.0953714	0.0894438	0.0838823	0.0786647	0.0737698	0.069178	0.0648707	0.0608305	0.0570409	0.0534865	0.0501529	0.0470264	0.0440942	0.0413444	0.0387657	0.0363474	0.0340796	0.0319531	0.029959	0.0280892	0.0263359	0.0246918	0.0231503	0.0217049	0.0203496	0.0190789	0.0178874	0.0167703	0.0157228	0.0147408	0.01382	0.0129568	0.0121474	0.0113885	0.0106771	0.01001	0.00938462	0.00879828	0.00824856	0.00773318	0.00724999	0.00679698	0.00637227	0.00597409	0.00560078	0.0052508	0.00492268	0.00461506	0.00432666	0.00405629	0.0038028	0.00356515	0.00334235	0.00313348	0.00293765	0.00275407	0.00258195	0.00242059	0.00226931	0.00212749	0.00199453	0.00186988	0.00175302	0.00164346	0.00154075	0.00144445	0.00135418	0.00126955	0.0011902	0.00111582	0.00104608	0.000980702	0.000919409	0.000861947	0.000808077	0.000757573	0.000710225
130	3.40218	0.740236	1	1.15012	1.30013	1.4465	1.58591	1.71543	1.83264	1.93566	2.0232	2.09453	2.14941	2.18808	2.21115	2.21951	2.21427	2.19673	2.16822	2.13014	2.08387	2.03074	1.97201	1.90884	1.84232	1.77339	1.70293	1.63168	1.56029	1.48931	1.41922	1.3504	1.28317	1.21777	1.15441	1.09322	1.03432	0.977762	0.923592	0.871816	0.822423	0.775384	0.730654	0.688179	0.647896	0.609733	0.573614	0.539462	0.507196	0.476733	0.447992	0.420893	0.395354	0.371298	0.348649	0.327333	0.30728	0.288419	0.270687	0.254019	0.238356	0.22364	0.209816	0.196834	0.184644	0.173199	0.162455	0.152371	0.142906	0.134025	0.125691	0.117871	0.110535	0.103653	0.0971968	0.091141	0.0854608	0.0801333	0.0751367	0.0704506	0.0660559	0.0619346	0.0580698	0.0544457	0.0510472	0.0478606	0.0448725	0.0420707	0.0394436	0.0369804	0.0346708	0.0325053	0.0304749	0.0285713	0.0267865	0.025113	0.0235441	0.0220732	0.020694	0.0194011	0.0181888	0.0170523	0.0159868	0.0149878	0.0140513	0.0131732	0.01235	0.0115782	0.0108547	0.0101763	0.00954039	0.00894417	0.00838521	0.00786118	0.00736989	0.0069093	0.00647749	0.00607267	0.00569315	0.00533734	0.00500377	0.00469105	0.00439787	0.00412301	0.00386533	0.00362375	0.00339727	0.00318494	0.00298589	0.00279927	0.00262432	0.0024603	0.00230654	0.00216238	0.00202723	0.00190053	0.00178175	0.00167039	0.00156599	0.00146812	0.00137636	0.00129034	0.00120969	0.00113409	0.00106321	0.000996758	0.00093446	0.000876057	0.000821303	0.000769972	0.000721849	0.000676733	0.000634438	0.000594785	0.000557611	0.000522761	0.000490088	0.000459458	0.000430742	0.00040382	0.000378582	0.00035492	0.000332738
131	1.20482	0.22198	1	1.01279	1.02363	1.03251	1.03943	1.04439	1.04743	1.04858	1.04787	1.04537	1.04113	1.03522	1.02771	1.01867	1.0082	0.996378	0.983288	0.969023	0.953673	0.937332	0.920091	0.90204	0.88327	0.863869	0.843922	0.823512	0.80272	0.781623	0.760296	0.738806	0.717223	0.695607	0.674018	0.652511	0.631136	0.60994	0.588966	0.568254	0.54784	0.527755	0.508028	0.488684	0.469745	0.451231	0.433157	0.415538	0.398383	0.381702	0.365501	0.349785	0.334554	0.319811	0.305555	0.291781	0.278488	0.265669	0.253319	0.24143	0.229995	0.219005	0.208451	0.198323	0.18861	0.179302	0.170388	0.161857	0.153697	0.145897	0.138445	0.13133	0.12454	0.118063	0.11189	0.106007	0.100404	0.0950711	0.0899963	0.0851696	0.0805808	0.07622	0.0720774	0.0681437	0.0644097	0.0608665	0.0575056	0.0543187	0.0512977	0.0484349	0.0457229	0.0431545	0.0407228	0.0384211	0.0362432	0.0341829	0.0322343	0.030392	0.0286504	0.0270044	0.0254493	0.0239802	0.0225928	0.0212827	0.0200459	0.0188786	0.017777	0.0167376	0.0157571	0.0148324	0.0139603	0.0131381	0.012363	0.0116325	0.0109439	0.0102952	0.00968397	0.0091082	0.00856589	0.00805517	0.00757426	0.00712147	0.00669521	0.00629397	0.00591633	0.00556094	0.00522652	0.00491187	0.00461585	0.00433738	0.00407545	0.0038291	0.00359742	0.00337956	0.00317472	0.00298212	0.00280106	0.00263085	0.00247085	0.00232047	0.00217914	0.00204632	0.00192151	0.00180423	0.00169403	0.0015905	0.00149324	0.00140186	0.00131603	0.00123541	0.00115968	0.00108855	0.00102176	0.000959027	0.000900118	0.000844801	0.00079286	0.000744089	0.000698298	0.000655306	0.000614944	0.000577053	0.000541482
132	1.78318	0.764626	1	1.04894	1.0891	1.1203	1.14264	1.15642	1.16212	1.16036	1.15183	1.1373	1.11753	1.09328	1.0653	1.03427	1.00085	0.965614	0.929104	0.891781	0.854054	0.816275	0.778741	0.741704	0.705369	0.669903	0.635438	0.602075	0.569888	0.538929	0.509231	0.48081	0.453668	0.427795	0.403174	0.37978	0.357581	0.336541	0.316621	0.29778	0.279975	0.263162	0.247298	0.232337	0.218237	0.204954	0.192449	0.180678	0.169605	0.159191	0.149399	0.140196	0.131547	0.123422	0.11579	0.108623	0.101893	0.0955743	0.0896433	0.0840766	0.0788523	0.0739499	0.06935	0.0650343	0.0609854	0.0571872	0.0536244	0.0502825	0.047148	0.0442082	0.0414511	0.0388654	0.0364405	0.0341666	0.0320342	0.0300346	0.0281597	0.0264015	0.024753	0.0232073	0.021758	0.020399	0.0191249	0.0179303	0.0168102	0.0157601	0.0147755	0.0138524	0.0129869	0.0121755	0.0114147	0.0107015	0.0100328	0.0094059	0.00881814	0.0082671	0.00775049	0.00726615	0.00681207	0.00638637	0.00598726	0.00561309	0.00526231	0.00493344	0.00462512	0.00433607	0.00406508	0.00381102	0.00357285	0.00334955	0.00314021	0.00294396	0.00275997	0.00258747	0.00242576	0.00227415	0.00213202	0.00199877	0.00187385	0.00175674	0.00164694	0.00154401	0.00144751	0.00135704	0.00127223	0.00119271	0.00111817	0.00104829	0.000982768	0.000921345	0.000863761	0.000809777	0.000759166	0.000711718	0.000667236	0.000625534	0.000586438	0.000549786	0.000515424	0.00048321	0.00045301	0.000424697	0.000398153	0.000373269	0.000349939	0.000328068	0.000307564	0.000288341	0.00027032	0.000253425	0.000237586	0.000222737	0.000208816	0.000195765	0.000183529	0.000172059	0.000161305	0.000151224	0.000141772	0.000132911	0.000124604	0.000116817	0.000109516
133	1.45212	0.232589	1	1.02825	1.05458	1.07889	1.10107	1.12104	1.13875	1.15415	1.1672	1.1779	1.18623	1.19223	1.19591	1.19733	1.19653	1.19357	1.18854	1.18152	1.17259	1.16186	1.14942	1.13539	1.11986	1.10296	1.08479	1.06547	1.04511	1.02382	1.0017	0.978877	0.95544	0.931493	0.907132	0.88245	0.857533	0.832465	0.807325	0.782185	0.757115	0.732179	0.707434	0.682934	0.65873	0.634865	0.61138	0.58831	0.565687	0.543539	0.521888	0.500756	0.48016	0.460112	0.440623	0.421702	0.403353	0.385581	0.368384	0.351763	0.335714	0.320232	0.305312	0.290946	0.277125	0.26384	0.25108	0.238833	0.227089	0.215835	0.205057	0.194742	0.184877	0.175448	0.166441	0.157843	0.149639	0.141816	0.134359	0.127256	0.120493	0.114056	0.107933	0.102112	0.0965784	0.0913216	0.0863296	0.0815908	0.077094	0.0728286	0.0687839	0.0649499	0.0613169	0.0578754	0.0546164	0.051531	0.0486109	0.045848	0.0432347	0.0407634	0.038427	0.0362187	0.034132	0.0321607	0.0302989	0.0285407	0.0268809	0.0253142	0.0238357	0.0224407	0.0211248	0.0198836	0.0187133	0.0176098	0.0165696	0.0155892	0.0146652	0.0137947	0.0129746	0.0122021	0.0114745	0.0107894	0.0101442	0.00953691	0.00896521	0.00842711	0.0079207	0.00744417	0.0069958	0.00657398	0.00617717	0.00580393	0.00545289	0.00512276	0.00481232	0.00452044	0.00424601	0.00398802	0.00374551	0.00351756	0.00330331	0.00310197	0.00291275	0.00273495	0.00256789	0.00241092	0.00226346	0.00212492	0.00199479	0.00187255	0.00175774	0.0016499	0.00154863	0.00145352	0.0013642	0.00128034	0.00120159	0.00112765	0.00105823	0.000993049	0.00093186	0.000874417	0.000820494
134	3.33905	0.502095	1	1.14617	1.29869	1.45556	1.61462	1.77366	1.93042	2.08275	2.2286	2.36612	2.49366	2.60985	2.71357	2.80398	2.88052	2.94291	2.99109	3.02523	3.04572	3.05309	3.04802	3.03132	3.00384	2.96654	2.92036	2.86629	2.80529	2.73834	2.66633	2.59016	2.51064	2.42854	2.34459	2.25942	2.17364	2.08776	2.00226	1.91755	1.83399	1.75189	1.67152	1.59309	1.51678	1.44274	1.37107	1.30186	1.23516	1.171	1.1094	1.05035	0.993831	0.939811	0.888247	0.839087	0.79227	0.747733	0.705403	0.66521	0.627076	0.590924	0.556677	0.524255	0.493582	0.46458	0.437173	0.411286	0.386847	0.363786	0.342034	0.321524	0.302193	0.283979	0.266823	0.250669	0.235461	0.22115	0.207684	0.195017	0.183105	0.171903	0.161373	0.151475	0.142173	0.133433	0.125222	0.117508	0.110262	0.103458	0.0970685	0.0910691	0.0854364	0.0801487	0.0751852	0.0705263	0.0661538	0.0620503	0.0581995	0.0545861	0.0511955	0.0480144	0.0450298	0.0422298	0.039603	0.0371389	0.0348275	0.0326593	0.0306257	0.0287182	0.0269291	0.0252511	0.0236774	0.0222015	0.0208174	0.0195194	0.0183021	0.0171606	0.0160901	0.0150863	0.014145	0.0132623	0.0124347	0.0116586	0.0109309	0.0102485	0.00960873	0.00900883	0.00844634	0.00791895	0.00742445	0.00696081	0.0065261	0.00611851	0.00573637	0.00537807	0.00504215	0.00472719	0.0044319	0.00415504	0.00389547	0.00365211	0.00342394	0.00321003	0.00300947	0.00282144	0.00264516	0.00247989	0.00232494	0.00217967	0.00204347	0.00191578	0.00179607	0.00168384	0.00157862	0.00147997	0.00138749	0.00130078	0.0012195	0.00114329	0.00107184	0.00100486	0.000942063
135	3.12518	0.347767	1	1.1328	1.27362	1.4216	1.57572	1.73484	1.89768	2.0629	2.22908	2.39478	2.55853	2.71891	2.87452	3.02407	3.16632	3.30016	3.42461	3.53881	3.64205	3.73376	3.81353	3.88108	3.93627	3.97909	4.00967	4.02822	4.03509	4.03068	4.0155	3.9901	3.95511	3.91116	3.85895	3.79918	3.73256	3.6598	3.5816	3.49866	3.41164	3.3212	3.22796	3.13249	3.03536	2.93708	2.83813	2.73895	2.63996	2.54151	2.44395	2.34756	2.25263	2.15937	2.06798	1.97865	1.89152	1.8067	1.7243	1.64439	1.56703	1.49225	1.42008	1.35053	1.28359	1.21925	1.15748	1.09824	1.04149	0.98718	0.93526	0.885668	0.83834	0.793212	0.750213	0.709275	0.670326	0.633295	0.59811	0.564699	0.532991	0.502917	0.474407	0.447393	0.421809	0.397591	0.374675	0.353001	0.332509	0.313143	0.294846	0.277567	0.261253	0.245855	0.231327	0.217623	0.204701	0.192517	0.181034	0.170214	0.16002	0.150418	0.141376	0.132863	0.12485	0.117307	0.11021	0.103533	0.0972514	0.0913434	0.0857873	0.0805629	0.0756511	0.0710337	0.0666937	0.0626147	0.0587815	0.0551798	0.0517958	0.0486166	0.0456303	0.0428252	0.0401907	0.0377165	0.0353931	0.0332115	0.031163	0.0292399	0.0274343	0.0257394	0.0241484	0.022655	0.0212534	0.0199378	0.0187032	0.0175446	0.0164573	0.015437	0.0144796	0.0135813	0.0127385	0.0119477	0.0112058	0.0105098	0.00985678	0.00924421	0.00866957	0.00813053	0.00762488	0.00715058	0.00670569	0.0062884	0.005897	0.0055299	0.00518559	0.00486267	0.0045598	0.00427576	0.00400937	0.00375955	0.00352526	0.00330554	0.00309949
136	1.44307	0.425435	1	1.02768	1.0512	1.07049	1.08552	1.09635	1.10306	1.10578	1.10469	1.09998	1.09189	1.08066	1.06653	1.04979	1.0307	1.00953	0.986539	0.961987	0.936121	0.909178	0.88138	0.852935	0.824036	0.794863	0.765577	0.736325	0.70724	0.678438	0.650024	0.622086	0.594704	0.567942	0.541856	0.516491	0.491882	0.468057	0.445036	0.422832	0.401453	0.380899	0.361169	0.342255	0.324148	0.306833	0.290294	0.274515	0.259474	0.245151	0.231523	0.218568	0.206262	0.19458	0.1835	0.172996	0.163045	0.153624	0.144708	0.136275	0.128303	0.12077	0.113655	0.106938	0.100598	0.0946172	0.0889764	0.0836583	0.0786458	0.0739229	0.069474	0.0652843	0.0613396	0.0576265	0.0541322	0.0508443	0.0477514	0.0448424	0.0421069	0.0395349	0.037117	0.0348443	0.0327084	0.0307014	0.0288157	0.0270441	0.02538	0.0238169	0.022349	0.0209705	0.0196762	0.0184609	0.0173199	0.0162489	0.0152434	0.0142997	0.013414	0.0125827	0.0118026	0.0110706	0.0103836	0.00973908	0.00913431	0.00856691	0.00803457	0.00753516	0.00706665	0.00662716	0.00621488	0.00582816	0.00546542	0.00512518	0.00480605	0.00450673	0.00422601	0.00396272	0.00371579	0.00348422	0.00326704	0.00306337	0.00287237	0.00269326	0.00252529	0.00236778	0.00222008	0.00208158	0.00195171	0.00182993	0.00171574	0.00160866	0.00150826	0.00141412	0.00132585	0.00124308	0.00116547	0.00109271	0.00102448	0.000960515	0.000900537	0.000844302	0.000791575	0.00074214	0.00069579	0.000652333	0.000611588	0.000573388	0.000537572	0.000503992	0.000472509	0.000442992	0.000415318	0.000389372	0.000365046	0.00034224	0.000320858	0.000300812	0.000282017	0.000264397	0.000247877	0.000232389	0.000217869	0.000204255	0.000191493
137	2.0696	0.584458	1	1.06684	1.12806	1.18291	1.23083	1.27142	1.30448	1.32996	1.34797	1.35873	1.36258	1.35994	1.35128	1.33713	1.31805	1.2946	1.26733	1.2368	1.20354	1.16803	1.13076	1.09215	1.0526	1.01245	0.97204	0.931634	0.891483	0.851799	0.812762	0.774523	0.73721	0.700922	0.665741	0.631726	0.598923	0.567361	0.537056	0.508013	0.480228	0.453688	0.428376	0.404266	0.381329	0.359533	0.338842	0.31922	0.300627	0.283023	0.266369	0.250623	0.235746	0.221699	0.208441	0.195935	0.184143	0.17303	0.16256	0.1527	0.143418	0.134682	0.126463	0.118731	0.11146	0.104625	0.0981992	0.0921606	0.0864866	0.081156	0.0761488	0.0714461	0.0670299	0.0628833	0.0589903	0.0553358	0.0519055	0.0486858	0.0456642	0.0428287	0.040168	0.0376715	0.0353292	0.0331317	0.0310701	0.0291362	0.0273221	0.0256205	0.0240245	0.0225275	0.0211235	0.0198067	0.0185718	0.0174137	0.0163276	0.0153091	0.014354	0.0134583	0.0126185	0.0118309	0.0110925	0.0104	0.00975077	0.00914199	0.00857117	0.00803595	0.00753412	0.00706361	0.00662245	0.00620882	0.00582101	0.0054574	0.0051165	0.00479687	0.0044972	0.00421625	0.00395284	0.00370587	0.00347433	0.00325726	0.00305374	0.00286293	0.00268404	0.00251633	0.00235909	0.00221168	0.00207347	0.0019439	0.00182243	0.00170854	0.00160177	0.00150167	0.00140783	0.00131985	0.00123737	0.00116004	0.00108754	0.00101958	0.000955858	0.000896121	0.000840117	0.000787613	0.00073839	0.000692243	0.00064898	0.00060842	0.000570395	0.000534747	0.000501327	0.000469995	0.000440621	0.000413083	0.000387266	0.000363062	0.000340371	0.000319099	0.000299155	0.000280458	0.00026293	0.000246497	0.000231091	0.000216648	0.000203108
138	3.89915	0.84058	1	1.18117	1.36492	1.54597	1.71932	1.88056	2.02602	2.15295	2.25951	2.34474	2.40848	2.45124	2.47409	2.47846	2.4661	2.43888	2.39877	2.34771	2.28756	2.22009	2.1469	2.06946	1.98906	1.90684	1.82377	1.7407	1.65831	1.57717	1.49775	1.42042	1.34546	1.27308	1.20343	1.13661	1.07266	1.01161	0.953434	0.898107	0.845569	0.795748	0.748563	0.703925	0.661736	0.621897	0.584306	0.548862	0.515461	0.484004	0.454392	0.426528	0.400321	0.375679	0.352517	0.330751	0.310303	0.291097	0.273061	0.256128	0.240231	0.22531	0.211306	0.198165	0.185835	0.174267	0.163414	0.153233	0.143684	0.134726	0.126325	0.118446	0.111057	0.104127	0.0976288	0.091535	0.0858208	0.0804626	0.0754384	0.0707275	0.0663104	0.0621688	0.0582856	0.0546447	0.0512311	0.0480305	0.0450298	0.0422164	0.0395787	0.0371057	0.0347872	0.0326135	0.0305755	0.0286649	0.0268736	0.0251943	0.0236198	0.0221437	0.0207599	0.0194625	0.0182462	0.0171059	0.0160369	0.0150346	0.014095	0.0132141	0.0123883	0.011614	0.0108882	0.0102077	0.00956972	0.00897163	0.00841091	0.00788524	0.00739242	0.0069304	0.00649726	0.00609118	0.00571049	0.00535359	0.00501899	0.00470531	0.00441123	0.00413553	0.00387706	0.00363474	0.00340757	0.0031946	0.00299494	0.00280776	0.00263227	0.00246775	0.00231352	0.00216893	0.00203337	0.00190628	0.00178714	0.00167544	0.00157073	0.00147256	0.00138052	0.00129424	0.00121335	0.00113752	0.00106642	0.000999771	0.000937285	0.000878705	0.000823786	0.000772299	0.00072403	0.000678779	0.000636355	0.000596583	0.000559296	0.00052434	0.000491569	0.000460846	0.000432043	0.00040504	0.000379725	0.000355993	0.000333743
139	3.28628	0.175882	1	1.14287	1.30099	1.47524	1.66644	1.87537	2.10275	2.34918	2.61519	2.9012	3.2075	3.53425	3.88148	4.24906	4.63672	5.044	5.47032	5.91491	6.37684	6.85502	7.34821	7.85503	8.37394	8.9033	9.44131	9.98611	10.5357	11.0881	11.6412	12.1927	12.7407	13.2828	13.8169	14.341	14.8528	15.3504	15.8319	16.2953	16.7389	17.161	17.5602	17.935	18.2843	18.6068	18.9017	19.1681	19.4054	19.6132	19.791	19.9387	20.0563	20.1439	20.2017	20.2301	20.2295	20.2007	20.1442	20.061	19.9519	19.8179	19.66	19.4793	19.2771	19.0545	18.8127	18.5531	18.2768	17.9851	17.6794	17.3609	17.0309	16.6906	16.3413	15.9841	15.6202	15.2507	14.8768	14.4994	14.1196	13.7384	13.3565	12.975	12.5945	12.2159	11.8399	11.4671	11.0982	10.7336	10.3739	10.0196	9.67112	9.32879	8.99298	8.66396	8.34201	8.02733	7.72012	7.42052	7.12865	6.84461	6.56846	6.30022	6.03992	5.78755	5.54307	5.30644	5.07758	4.85642	4.64286	4.4368	4.2381	4.04665	3.86229	3.6849	3.5143	3.35034	3.19286	3.0417	2.89667	2.75761	2.62435	2.49671	2.37451	2.25758	2.14575	2.03885	1.93671	1.83915	1.74601	1.65714	1.57237	1.49154	1.4145	1.3411	1.2712	1.20465	1.14132	1.08106	1.02376	0.96928	0.917501	0.868304	0.821576	0.777206	0.735087	0.695116	0.657194	0.621226	0.587121	0.554789	0.524148	0.495115	0.467612	0.441566	0.416905	0.39356	0.371466	0.35056	0.330783	0.312077	0.294388
140	1.95839	0.124539	1	1.05989	1.12134	1.18425	1.2485	1.31397	1.38051	1.448	1.51626	1.58516	1.65452	1.72417	1.79395	1.86366	1.93315	2.00221	2.07068	2.13837	2.20509	2.27068	2.33495	2.39773	2.45886	2.51817	2.57551	2.63073	2.68369	2.73426	2.78231	2.82773	2.87041	2.91026	2.9472	2.98115	3.01204	3.03983	3.06448	3.08595	3.10422	3.11929	3.13115	3.13981	3.1453	3.14765	3.14689	3.14308	3.13626	3.12651	3.11389	3.09848	3.08036	3.05962	3.03636	3.01068	2.98268	2.95246	2.92013	2.88581	2.84961	2.81164	2.77201	2.73086	2.68828	2.6444	2.59934	2.55319	2.50609	2.45813	2.40942	2.36008	2.3102	2.25989	2.20923	2.15833	2.10727	2.05615	2.00504	1.95402	1.90317	1.85257	1.80227	1.75234	1.70285	1.65385	1.60538	1.55751	1.51027	1.4637	1.41785	1.37275	1.32842	1.2849	1.24221	1.20037	1.15941	1.11932	1.08014	1.04187	1.00451	0.968072	0.932563	0.897981	0.864326	0.831596	0.799785	0.76889	0.738902	0.709813	0.681614	0.654293	0.627838	0.602238	0.577478	0.553543	0.530419	0.508089	0.486539	0.46575	0.445706	0.426389	0.407782	0.389868	0.372628	0.356044	0.340098	0.324773	0.31005	0.295912	0.282341	0.269318	0.256828	0.244853	0.233375	0.222379	0.211847	0.201765	0.192115	0.182883	0.174054	0.165612	0.157543	0.149834	0.142471	0.135439	0.128727	0.122322	0.116211	0.110383	0.104826	0.0995285	0.0944804	0.089671	0.0850903	0.0807284	0.076576	0.072624	0.0688636	0.0652865	0.0618844	0.0586496	0.0555746
